hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
10844,https://hls-dhs-dss.ch/de/articles/010844/,"Schweizer, Johann Caspar",Männlich,1601–1650,1651–1700,,Johann Caspar,Schweizer,1619-06-26,1688-11-08,​,"Elisabeth Keller, Tochter des Konrad"," Autorin/Autor: Christian Moser 26.6.1619 Frauenfeld, 8.11.1688 Zürich, ref., von Zürich. Sohn des Hans Rudolf, Pfarrers, und der Susanna Lavater. ​Elisabeth Keller, Tochter des Konrad. Stud. in Zürich, Montauban und Saumur. 1643 Pfarrer in Basadingen. 1644 Dozent in Zürich, 1646 Alumnatsinspektor und Prof. für Hebräisch am Collegium humanitatis, 1649 Prof. für Katechetik, 1656 für Griechisch und Latein am Carolinum, 1660 Chorherr am Grossmünster. Mitarbeiter an der Revision von 1667 der Zürcher Bibel und Zensor. S. veröffentlichte zahlreiche Einzelarbeiten zur griech. Grammatik, Syntax und Prosodie sowie zur kirchl. Archäologie. Darauf basierte sein 1682 erschienenes Hauptwerk ""Thesaurus ecclesiasticus"", ein Lexikon zur Sprache der griech. Kirchenväter, dem eine lange Wirkungsgeschichte beschieden war."
10848,https://hls-dhs-dss.ch/de/articles/010848/,"Sozzini, Fausto",Männlich,1501–1550,1601–1650,,Fausto,Sozzini,1539-12-05,1604-03-03,1586,"Elisabeth Morsztyn, Tochter des Krysztof"," Autorin/Autor: Luca Baschera Übersetzung: Christa Mathys 5.12.1539 Siena, 3.3.1604 Lusławice (Polen). Sohn des Alessandro und der Agnese Petrucci. Neffe des Lelio (->). 1586 Elisabeth Morsztyn, Tochter des Krysztof. S. studierte Rechtswissenschaften, interessierte sich aber schon früh für theol. Fragen. 1562 kam er nach Zürich, wo er den schriftl. Nachlass seines Onkels in Verwahrung nahm. 1563-74 wirkte er als Sekr. am Hof der de' Medici. 1575-78 lebte er in Basel und betrieb theol. Studien. 1579 liess er sich in Polen nieder und näherte sich der Kirche der poln. Brüder, deren bedeutendster Theologe er bald wurde. S. war ein bekannter Antitrinitarier und mit Lelio Vater des Sozinianismus, einer durch Rationalismus und religiöse Toleranz geprägten theol. Richtung."
10858,https://hls-dhs-dss.ch/de/articles/010858/,"Steiner, Werner",Männlich,1451–1500,1501–1550,,Werner,Steiner,1492-01-20,1542-10-06,1529,"Anna Rüst, von Wädenswil"," Autorin/Autor: Christian Moser 20.1.1492 Zug, 6.10.1542 Zürich, von Zug und ab 1529 von Zürich. Sohn des Werner (->) und der Margaretha Zürcher. 1529 Anna Rüst, von Wädenswil. S. erlangte in Paris den Magistergrad. Um 1513 wurde er Priester, nahm 1515 am Italienzug teil, wurde danach Helfer in Schwyz und erhielt 1518 den Titel eines apostol. Protonotars. 1520 wurde S. nach einer Pilgerfahrt nach Palästina Chorherr in Beromünster, wo er im reformator. Geist predigte und enge Beziehungen zu Huldrych Zwingli und Heinrich Bullinger aufbaute. Als Haupt der reformatorisch Gesinnten in Zug gehörte S. zu den Unterzeichnern der 1522 von Zwingli verfassten Supplikation um Freigabe der evang. Predigt und Priesterehe. Nachdem prot. Bücher in seinem Besitz entdeckt worden waren, bekannte er sich öffentlich zu seinem Glauben. Im Aug. 1529 übersiedelte er nach Zürich. Hier betätigte er sich literarisch und verfasste neben einem Kommentar zum Pentateuch (fünf Bücher Moses) hauptsächlich hist. Werke, so eine Liederchronik, eine Chronik der Mailänderkriege und eine Chronik der Reformation, die sich eng an die Darstellung von Bernhard Wyss hält. In seinen autobiogr. Aufzeichnungen schilderte er seine Erlebnisse in Zug. S.s letzte Lebensjahre verliefen unter trag. Umständen: Als 1541 bekannt wurde, dass er wegen früherer homosexueller Aktivitäten erpresst worden war, liess ihn der Zürcher Rat gefangen setzen und zu lebenslängl. Hausarrest verurteilen."
10871,https://hls-dhs-dss.ch/de/articles/010871/,"Sulzer, Johann Conrad",Männlich,1701–1750,1801–1850,,Johann Conrad,Sulzer,1745-05-21,1819-08-18,​,"1) 1772 Anna Margeritha Steiner, Tochter des Hans Georg, Mitglied des Gr"," Autorin/Autor: Christian Baertschi 21.5.1745 Winterthur, 18.8.1819 Winterthur, ref., von Winterthur. Sohn des Hans Conrad, Buchbinders, und der Elisabetha Rieter. Neffe des Johann Georg (->). ​1) 1772 Anna Margeritha Steiner, Tochter des Hans Georg, Mitglied des Gr. Rats, 2) 1787 Elisabetha Hegner, Tochter des Hans Conrad, Stadtarztes von Winterthur. 1761-63 Theologiestud. am Collegium Carolinum in Zürich, Ordination. Hauslehrer. 1769-71 Stud. in Berlin. 1774-89 Pfarrer in Seuzach, ab 1789 Religionslehrer an der neuen Schulanstalt in Winterthur, 1791 Pfarrer in Winterthur, 1799 erster Stadtpfarrer, 1800-13 Schulinspektor in Winterthur. 1804 Mitglied des Gr. Kirchenrats, 1813 Dekan des Winterthurer Kapitels. S. war ein Gegner der Ideen der Aufklärung und der Lehren Johann Heinrich Pestalozzis."
10902,https://hls-dhs-dss.ch/de/articles/010902/,"Waser, Caspar",Männlich,1551–1600,1601–1650,,Caspar,Waser,1565-09-01,1625-09-09,​,"Dorothea Simler, Tochter des"," Autorin/Autor: Ingrid Bigler-Marschall 1.9.1565 Zürich, 9.9.1625 Zürich, ref., von Zürich. Sohn des Hans, Chirurgus, und der Margaretha Wirz. ​Dorothea Simler, Tochter des Josias Simler. Stud. der Sprachen, der Naturwissenschaften und Mathematik sowie der Theologie 1584 und 1585 an den Univ. Altdorf bei Nürnberg bzw. Heidelberg, 1584-85 an der Akad. Genf, 1586-87 an der Univ. Basel, 1590 in Siena und 1591 an der Univ. Leiden, 1586-93 auch Hofmeister des Patriziers Johann Peter Heinzel. 1593 theol. Examen sowie Ordination in Zürich und Pfarrer in Witikon, 1596 Diakon am Grossmünster, 1598 Prof. für Hebräisch, um 1607 Chorherr und Prof. für Griechisch, 1611 Prof. der Theologie am Collegium Carolinum. W. war u.a. ein Vorkämpfer des bad. Bündnisses (1612), einer Defensivallianz zwischen Zürich, Bern und dem Markgr. Georg Friedrich von Baden-Durlach. Er verteidigte Zürichs Soldbündnis mit Frankreich im Hinblick auf den Schutz Genfs und setzte sich für eine gegen Spanien-Habsburg gerichtete Allianz mit Venedig ein. 1618 gelang es ihm, die Zürcher Geistlichkeit, die eine Teilnahme an der Dordrechter Synode aus theol. Gründen abgelehnt hatte, umzustimmen. W., der auch einen umfangreichen Briefwechsel unterhielt, verfasste theol. und hist. Schriften, Grammatiken des Hebräischen, Chaldäischen und Syrischen, übersetzte mathemat. Schriften von Leonhard Zubler und gab 1610 Konrad Gessners ""Mithridates"" kommentiert neu heraus."
10901,https://hls-dhs-dss.ch/de/articles/010901/,"Waser, Hans Caspar",Männlich,1601–1650,1651–1700,,Hans Caspar,Waser,1612-12-09,,​,"1) Regula Holzhalb, 2) Esther Orell, Witwe des Rudolf Teuscher"," Autorin/Autor: Ingrid Bigler-Marschall 9.12.1612 Zürich, November 1677 Zürich, ref., von Zürich. Sohn des Caspar (->). Enkel des Josias Simler. Bruder von Johann Heinrich (->) und Josias (->). ​1) Regula Holzhalb, 2) Esther Orell, Witwe des Rudolf Teuscher. Stud. in Lausanne, Saumur und Paris. 1633 Ordination und vier Monate Pfarrer in Zumikon. 1633-36 Lehrer an der Fraumünsterschule, Pfarrer in Wipkingen und Aufseher über die Exspektanten, 1636 Pfarrer in Rümlang, 1655 Archidiakon am Grossmünster, 1662 ebendort Propst, Stiftsverwalter und 1668 gegen seinen Willen Antistes. Als Pfarrer von Rümlang führte W. den Kirchengesang ein. In seine Amtszeit als Antistes fällt der Erlass der Formula Consensus (1675)."
10920,https://hls-dhs-dss.ch/de/articles/010920/,"Wirz, Johann Conrad",Männlich,1651–1700,1751–1800,,Johann Conrad,Wirz,1688-01-06,1769-04-03,​,"Emerentiana Nüscheler, Tochter des Heinrich"," Autorin/Autor: Christine Stuber 6.1.1688 Zürich, 3.4.1769 Zürich, ref., von Zürich. Sohn des Johann Jakob, Messerschmieds und Stadtläufers, und der Catharina Keller. ​Emerentiana Nüscheler, Tochter des Heinrich. Theologiestud. und 1708 Ordination in Zürich. 1708-11 Hauslehrer in Emmerich (Niederrhein), 1711-12 zusätzl. Studien und Doktorat an der Univ. Utrecht, dann Privatlehrer und Prediger in Zürich. Ab 1713 Pfarrer von Wollishofen, ab 1718 Diakon an der Kirche St. Peter in Zürich, ab 1729 Archidiakon und Chorherr am Grossmünster, ab 1731 Stellvertreter des Antistes. 1737-69 stand W. als Antistes der Kirche und Schule von Zürich vor. Er leitete den Umschwung von der Orthodoxie zur ""vernünftigen Orthodoxie"" und zur Aufklärung ein, förderte den Kirchengesang und erarbeitete eine neue Kirchenordnung, die nach seinem Tod eingeführt wurde. W. veröffentlichte neben Predigten und lat. Abhandlungen zahlreiche Werke wie ""Hl. Bibel-Übung"" (4 Bände, 1736-60), ""Die Erkenntnis Gottes"" (1758) und ""Gehaltene Synodal-Reden"" (4 Teile, 1772-75)."
10923,https://hls-dhs-dss.ch/de/articles/010923/,"Wolf, Johannes",Männlich,1501–1550,1551–1600,,Johannes,Wolf,1521-10-25,1572-11-17,1545,"Regula Hegner, Tochter des Gebhard, Stadtschreibers, von Winterthur"," Autorin/Autor: Christian Moser 25.10.1521 Zürich, 17.11.1572 Zürich, ref., von Zürich. Sohn des Heinrich, Zwölfers zu Schiffleuten und Schaffners von Embrach, und der Margaretha Leu. Bruder des Kaspar (->). 1545 Regula Hegner, Tochter des Gebhard, Stadtschreibers, von Winterthur. Stud. der Theologie in Zürich, Tübingen, Marburg und Leipzig, 1542 Ordination. 1544 Diakon in Bülach, im selben Jahr Pfarrer an der Predigerkirche in Zürich, 1551 am Fraumünster, 1563 Prof. für Altes Testament an der Zürcher Hohen Schule. W. betätigte sich als Herausgeber von Werken Petrus Martyr Vermiglis, übersetzte den Dialog ""Theophrastus"" des Aeneas von Gaza und veröffentlichte zahlreiche Bibelkommentare."
10939,https://hls-dhs-dss.ch/de/articles/010939/,"Zimmermann, Johann Jakob",Männlich,1651–1700,1751–1800,,Johann Jakob,Zimmermann,1695-12-10,1756-11-30,​,1) 1730 Regula geb," Autorin/Autor: Christian Moser 10.12.1695 Zürich, 30.11.1756 Zürich, ref., von Zürich. Sohn des Hans Heinrich, Feldscherers, und der Anna Rublin. ​1) 1730 Regula geb. Z., Tochter des Hans Konrad, Pfarrers, 2) 1739 Regula Schaufelberger, Tochter des Johannes, Zunftmeisters. Stud. der Theologie in Zürich, 1718 Ordination, Stud. in Bremen, ab 1720 Privatlehrer in Zürich. 1731 Prof. für Naturrecht und Kirchengeschichte in Zürich, 1737 Prof. der Theologie und Chorherr. 1746 auswärtiges Mitglied der Preuss. Akademie der Wissenschaften in Berlin. Bereits als Student der Heterodoxie verdächtigt, wurde Z. zum Wegbereiter der theol. Aufklärung in Zürich und zur prägenden Figur für die Zürcher Theologen der 2. Hälfte des 18. Jh."
10849,https://hls-dhs-dss.ch/de/articles/010849/,"Sozzini, Lelio",Männlich,1501–1550,1551–1600,,Lelio,Sozzini,,1562-05-04,,," Autorin/Autor: Luca Baschera Übersetzung: Christa Mathys 1525 Siena, 4.5.1562 Zürich. Sohn des Mariano, Rechtsprofessors, und der Camilla Salvetti. Rechststud. in Padua. 1547 reiste S. nach Graubünden und trat dort mit Camillo Renato in Kontakt. Nach einem Aufenthalt in Genf 1548-49 schrieb er sich 1549 an der Univ. Basel ein, wo er im Kreis der ital. Glaubensflüchtlinge verkehrte. 1549 übersiedelte er zu Konrad Pellikan nach Zürich. Von dort reiste er zwischen 1550 und 1559 mehrmals u.a. nach Deutschland, Italien, Polen und in die Niederlande. S. korrespondierte mit Reformatoren wie Johannes Calvin, Heinrich Bullinger, Philipp Melanchthon und Wolfgang Musculus, die er auch persönlich kannte. Er neigte zum Antitrinitarismus, verbarg aber geschickt seine eigentl. Ansichten. Mit seinem Neffen Fausto (->) war er Vater des Sozinianismus."
10843,https://hls-dhs-dss.ch/de/articles/010843/,"Schweizer, Johann Heinrich",Männlich,1601–1650,1701–1750,,Johann Heinrich,Schweizer,1646-04-06,1705-09-23,​,"1) 1668 Anna Maria Edlibach, Tochter des Hans Jakob, 2) 1670 Dorothea Hurter, Tochter des Johann Kaspar, Amtmanns, 3) 1700 Martha Fels"," Autorin/Autor: Christian Moser 6.4.1646 Zürich, 23.9.1705 Heidelberg, ref., von Zürich. Sohn des Johann Caspar (->). ​1) 1668 Anna Maria Edlibach, Tochter des Hans Jakob, 2) 1670 Dorothea Hurter, Tochter des Johann Kaspar, Amtmanns, 3) 1700 Martha Fels. Stud. in Bern, Genf, Basel, Strassburg und Heidelberg. 1665-67 Professor in Hanau, 1667-84 Pfarrer in Birmensdorf (ZH), 1684 Prof. für Griechisch am Carolinum und Chorherr am Grossmünster in Zürich als Nachfolger seines Vaters, 1691 Schulherr, 1692 Prof. für Hebräisch. In Zürich aufgrund seiner Sympathien zum Cartesianismus häufigen Anfeindungen und Zensurverfahren ausgesetzt, folgte S. im Frühjahr 1705 einem Ruf des Kurfürsten Johann Wilhelm von Pfalz-Neuburg nach Heidelberg als erster Pfarrer und Kirchenrat. 1705 Dr. theol. h.c. Univ. Basel."
10846,https://hls-dhs-dss.ch/de/articles/010846/,"Simmler, Johann Jakob",Männlich,1701–1750,1751–1800,,Johann Jakob,Simmler,1716-08-12,1788-08-08,​,"Anna Elisabeth Zimmermann, Tochter des David, Krämers"," Autorin/Autor: Barbara Schmid 12.8.1716 Zürich, 8.8.1788 Zürich, ref., von Zürich. Sohn des Rudolf, Stiftsschreibers, und der Susanna Heidegger. ​Anna Elisabeth Zimmermann, Tochter des David, Krämers. 1739 Abschluss des Theologiestudiums. Ab 1739 Lehrer, 1748-85 Inspektor des Alumnats beim Fraumünster, 1752-85 Dekan der jüngeren Kirchendiener. S.s umfangreiche Sammlung kirchengeschichtl. Urkunden, die er als Nachkomme von Josias (->) in Abschriften anlegte, wurde vom Zürcher Rat gekauft. S. schrieb Beiträge für Gottlieb Emanuel von Hallers ""Bibliothek der Schweizer-Geschichte"", plante eine Edition der Briefe zur Reformation der engl. Kirche und publizierte 1757-63 eine Urkundensammlung zur Schweizer Kirchengeschichte. Zu seinem Werk gehören theol. Traktate und eine Übersetzung des Cornelius Nepos. Eine von ihm unterstützte Geschichte böhm. Exulanten in Schlesien blieb zuletzt unpubliziert."
10869,https://hls-dhs-dss.ch/de/articles/010869/,"Stumpf, Johannes",Männlich,1451–1500,1551–1600,,Johannes,Stumpf,1500-04-23,,​,"1) 1529 Regula Brennwald, Tochter des"," Autorin/Autor: Christian Moser 23.4.1500 Bruchsal (Baden, D), 1577/78 Zürich, aus dem Hochstift Speyer, ab 1548 von Zürich. Sohn des Hans, Gerbers und Schultheissen, und der Margaretha Zwyr. ​1) 1529 Regula Brennwald, Tochter des Heinrich Brennwald, 2) 1562 Barbara Ruf, Schwester des Jakob Ruf, 3) 1572 Agnes Edlibach, Tochter des Gerold Edlibach. Schwager von Hans Edlibach, Jakob Edlibach und Ludwig Edlibach. Schulen in Bruchsal, Landau (Pfalz), Durlach (Baden) und Strassburg, 1519 Stud. in Heidelberg. 1520 im Dienst des bischöfl. Notars in Speyer, Bekanntschaft mit Johann von Hattstein und Eintritt in den Johanniterorden, 1521 Johanniterkolleg in Freiburg i.Br., 1522 Priesterweihe in Basel sowie Prior und Leutpriester der Kommende Bubikon. Dort trat S., der bereits früher mit der reformator. Lehre in Kontakt gekommen war, 1528 zur Reformation über. Er wurde zum Mitstreiter Huldrych Zwinglis und bekämpfte mit Konrad Schmid die sich ausbreitende Täuferbewegung im Zürcher Oberland. 1528 begleitete er Zwingli an die Berner Disputation und wurde 1532 Dekan des oberen Wetzikoner Kapitels. 1543 wechselte er als Pfarrer nach Stammheim und wurde 1548 Dekan des Kapitels Stein am Rhein. 1561 suchte er aus gesundheitl. Gründen um seine Entlassung nach und zog 1562 nach Zürich.     Manuskript zu Gemeiner loblicher Eydgnoschafft Stetten, Landen und Völckeren Chronick wirdiger Thaaten beschreybung, um 1545 (Zentralbibliothek Zürich, Ms. P 129, Fol. 251v und 252r). […]     Druckausgabe der beiden Manuskriptseiten von Gemeiner loblicher Eydgnoschafft Stetten [...], Band 2, Zürich, 1548, Fol. 264v und 265r (Zentralbibliothek Zürich).Als Geschichtsschreiber kopierte S. Heinrich Brennwalds Schweizerchronik und führte das Werk, heute als Reformationschronik bekannt, bis in seine eigene Zeit fort. 1547-48 erschien als sein Hauptwerk eine hist.-topograf. Landesbeschreibung der Schweiz unter dem Titel ""Gemeiner lobl. Eydgnoschafft [...] beschreybung"", das in enger Zusammenarbeit mit Gelehrten wie Heinrich Bullinger, Vadian und Aegidius Tschudi sowie aufgrund eigener Archivreisen (""Reisebericht von 1544"") entstanden war. Die Schrift, die am Übergang vom alemann. Dialekt zur neuhochdt. Schriftsprache steht, schildert mit antihabsburg. Tendenz die Geschichte der Schweiz von den Helvetiern bis zur Reformationszeit und wurde deshalb von Ks. Karl V. verboten. 1554 publizierte S. eine gekürzte und modifizierte Fassung als ""Schwytzer Chronica"", ebenso wurde 1548 eine Auswahl der dem Werk beigegebenen Karten als erster Atlas der Schweiz separat unter dem Titel ""Landtafeln"" veröffentlicht. Weitere Werke S.s widmen sich dem Jüngsten Tag (1563) sowie der Geschichte des Konstanzer Konzils (1541) und Heinrichs IV. (1556). Daneben sammelte S. Material zur Geschichte des Abendmahlsstreits und übersetzte eine Schrift Ludwig Lavaters zu diesem Thema."
10870,https://hls-dhs-dss.ch/de/articles/010870/,"Stumpf, Johann Rudolf",Männlich,1501–1550,1551–1600,,Johann Rudolf,Stumpf,1530-08-28,1592-01-19,​,"1) 1553 Margaretha Röuchli, Tochter des Esaias, Landvogts, 2) 1586 Margaretha Jäger"," Autorin/Autor: Christian Moser 28.8.1530 Bubikon, 19.1.1592 Zürich, ref., ab 1548 von Zürich. Sohn des Johannes (->) und der Regula Brennwald. ​1) 1553 Margaretha Röuchli, Tochter des Esaias, Landvogts, 2) 1586 Margaretha Jäger. S. wurde 1552 nach Studien in Zürich und Oxford in den Zürcher Kirchendienst aufgenommen. 1552 war er Vikar in Albisrieden, 1553 Pfarrer in Kilchberg, 1583 Dekan des Seekapitels, 1585 Pfarrer an der Zürcher Predigerkirche und 1586 Antistes. Er gab 1586 die hist.-topograf. Beschreibung der Eidgenossenschaft seines Vaters neu heraus und hinterliess zahlreiche ungedruckte Predigten."
10885,https://hls-dhs-dss.ch/de/articles/010885/,"Ulrich, Johann Jakob",Männlich,1601–1650,1651–1700,,Johann Jakob,Ulrich,1602-04-08,1668-02-22,​,"1) 1630 Margaretha Herter, Tochter des Joachim, Pfarrers, 2) 1635 Barbara Landolt, Tochter des Matthias, Ratsherrn, 3) 1660 Elisabeth Isler, 4) 1667 Anna Orelli"," Autorin/Autor: Christian Moser 8.4.1602 Zürich, 22.2.1668 Zürich, ref., von Zürich. Sohn des Heinrich, Chorherrn und Prof. am Carolinum, und der Barbara Keller. ​1) 1630 Margaretha Herter, Tochter des Joachim, Pfarrers, 2) 1635 Barbara Landolt, Tochter des Matthias, Ratsherrn, 3) 1660 Elisabeth Isler, 4) 1667 Anna Orelli. 1621 Ordination, 1625 dt. Prediger in Genf, 1629 Pfarrer in Albisrieden, 1630 Diakon am Zürcher Fraumünster und Prof. am Carolinum, 1638 Pfarrer an der Predigerkirche und Chorherr, 1649 Pfarrer am Grossmünster und Antistes. U. führte ein rigoroses Kirchenregiment im Zeichen der ref. Orthodoxie und strengte u.a. Prozesse gegen Michael Zingg und Hans Rudolf Werdmüller an, zeigte sich aber gegenüber den Unionsplänen des John Durie aufgeschlossen."
10887,https://hls-dhs-dss.ch/de/articles/010887/,"Ulrich, Johann Rudolf",Männlich,1701–1750,1751–1800,,Johann Rudolf,Ulrich,1728-12-14,1795-02-08,​,"Anna Maria Lavater, Tochter des Peter, Chirurgen und Zürcher Stadtarztes"," Autorin/Autor: J. Jürgen Seidel 14.12.1728 Zürich, 8.2.1795 Zürich, ref., von Zürich. Sohn des Friedrich Salomon, Pfarrers, und der Regula Locher. ​Anna Maria Lavater, Tochter des Peter, Chirurgen und Zürcher Stadtarztes. 1747 Ordination und Helfer seines Vaters in Seengen, 1759 Pfarrer am Oetenbach. 1756 Prof. der Rhetorik, 1763 des Naturrechts und 1764 der Ethik am Carolinum Zürich. 1769 Antistes der Zürcher Kirche und Pfarrer am Grossmünster. U. vertrat einen gemässigten Rationalismus. Neben versch. Predigten (u.a. ""Predigten zur Befoerderung des thaetigen Christenthums"", 2. Auflage, 1773) veröffentlichte er 1766 ""Das Neue Testament [...]"" mit den Summarien von Jean-Frédéric Ostervald."
